"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"1644";"2008-08-04 22:17:08";"What good technology podcasts are out there?";"<p>Yes, Podcasts, those nice little Audiobooks I can listen to on the way to work. With the current amount of Podcasts, it's like searching a needle in a haystack, except that the haystack happens to be the Internet and is filled with too many of these \"Hot new Gadgets\" stuff :(</p>&#xA;&#xA;<p>Now, even though <strong>I</strong> am mainly a .NET developer nowadays, maybe anyone knows some good Podcasts from people regarding the whole software lifecycle? Unit Testing, Continous Integration, Documentation, Deployment...</p>&#xA;&#xA;<p>So - what are you guys and gals listening to?</p>&#xA;&#xA;<hr>&#xA;&#xA;<p>Please note that the categorizations are somewhat subjective and may not be 100% accurate as many podcasts cover several areas. Categorization is made against what is considered the \"main\" area.</p>&#xA;&#xA;<h1>General Software Engineering / Productivity</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://blog.stackoverflow.com/category/podcasts/\" rel=\"nofollow\">Stack Overflow </a>(inactive, but still a good listen)</li>&#xA;<li><a href=\"http://tekpub.com\" rel=\"nofollow\">TekPub (Requires Paid Subscription)</a></li>&#xA;<li><a href=\"http://www.se-radio.net/\" rel=\"nofollow\">Software Engineering Radio</a></li>&#xA;<li><a href=\"http://www.43folders.com/podcast\" rel=\"nofollow\">43 Folders</a></li>&#xA;<li><a href=\"http://perspectives.on10.net/\" rel=\"nofollow\">Perspectives</a></li>&#xA;<li><a href=\"http://www.drdobbs.com/tv/\" rel=\"nofollow\">Dr. Dobb's</a> (now a video feed)</li>&#xA;<li><a href=\"http://www.pragprog.com/podcasts\" rel=\"nofollow\">The Pragmatic Podcast</a> (Inactive)</li>&#xA;<li><a href=\"http://www.thoughtworks.com/what-we-say/podcasts.html\" rel=\"nofollow\">IT Matters</a> </li>&#xA;<li><a href=\"http://agiletoolkit.libsyn.com/\" rel=\"nofollow\">Agile Toolkit Podcast</a></li>&#xA;<li><a href=\"http://thestacktrace.libsyn.com/\" rel=\"nofollow\">The Stack Trace</a> (Inactive)</li>&#xA;<li><a href=\"http://www.parleys.com/display/PARLEYS/Home#page=Home\" rel=\"nofollow\">Parleys</a></li>&#xA;<li><a href=\"http://techzinglive.com/\" rel=\"nofollow\">Techzing</a></li>&#xA;<li><a href=\"http://startuppodcast.wordpress.com/\" rel=\"nofollow\">The Startup Success Podcast</a></li>&#xA;<li><a href=\"http://webcast.berkeley.edu/course_feeds.php\" rel=\"nofollow\">Berkeley CS class lectures</a></li>&#xA;<li><a href=\"http://twit.tv/FLOSS\" rel=\"nofollow\">FLOSS Weekly</a></li>&#xA;<li><a href=\"http://www.thisdeveloperslife.com/\" rel=\"nofollow\">This Developer's Life</a></li>&#xA;</ul>&#xA;&#xA;<h1>.NET / Visual Studio / Microsoft</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://herdingcode.com/\" rel=\"nofollow\">Herding Code</a></li>&#xA;<li><a href=\"http://www.hanselminutes.com/\" rel=\"nofollow\">Hanselminutes</a></li>&#xA;<li><a href=\"http://www.dotnetrocks.com/\" rel=\"nofollow\">.NET Rocks!</a></li>&#xA;<li><a href=\"http://deepfriedbytes.com/\" rel=\"nofollow\">Deep Fried Bytes</a></li>&#xA;<li><a href=\"http://altnetpodcast.com/\" rel=\"nofollow\">Alt.Net Podcast</a> (inactive)</li>&#xA;<li><a href=\"http://www.polymorphicpodcast.com/\" rel=\"nofollow\">Polymorphic Podcast</a> (inconsistent)</li>&#xA;<li><a href=\"http://www.sparklingclient.com/\" rel=\"nofollow\">Sparkling Client (The Silverlight Podcast)</a></li>&#xA;<li><a href=\"http://www.dnrtv.com/default.aspx\" rel=\"nofollow\">dnrTV!</a></li>&#xA;<li><a href=\"http://feeds.feedburner.com/SpaghettiCodePodcasts\" rel=\"nofollow\">Spaghetti Code</a></li>&#xA;<li><a href=\"http://aspnetpodcast.com/CS11/Default.aspx\" rel=\"nofollow\">ASP.NET Podcast</a></li>&#xA;<li><a href=\"http://channel9.msdn.com/Media/Podcasts/\" rel=\"nofollow\">Channel 9</a></li>&#xA;<li><a href=\"http://www.radiotfs.com/\" rel=\"nofollow\">Radio TFS</a></li>&#xA;<li><a href=\"http://feeds.feedburner.com/powerscripting\" rel=\"nofollow\">PowerScripting Podcast</a></li>&#xA;<li><a href=\"http://thirstydeveloper.com/\" rel=\"nofollow\">The Thirsty Developer</a></li>&#xA;<li><a href=\"http://elegantcode.com/elegantcode-cast/\" rel=\"nofollow\">Elegant Code</a> (inactive)</li>&#xA;<li><a href=\"http://www.connectedshow.com/\" rel=\"nofollow\">ConnectedShow</a></li>&#xA;<li><a href=\"http://craftycoders.com/?tag=/podcast\" rel=\"nofollow\">Crafty Coders</a></li>&#xA;<li><a href=\"http://codingqa.com\" rel=\"nofollow\">Coding QA</a></li>&#xA;</ul>&#xA;&#xA;<h1>jQuery</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://yayquery.com/\" rel=\"nofollow\">yayQuery</a></li>&#xA;<li><a href=\"http://blog.jquery.com/2009/11/13/announcing-the-official-jquery-podcast/\" rel=\"nofollow\">The official jQuery podcast</a></li>&#xA;</ul>&#xA;&#xA;<h1>Java / Groovy</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://javaposse.com/\" rel=\"nofollow\">The Java Posse</a></li>&#xA;<li><a href=\"http://www.grailspodcast.com/blog/list\" rel=\"nofollow\">Grails Podcast</a></li>&#xA;<li><a href=\"http://www.javaworld.com/podcasts/jtech/\" rel=\"nofollow\">Java Technology Insider</a></li>&#xA;<li><a href=\"http://basementcoders.com/\" rel=\"nofollow\">Basement Coders</a></li>&#xA;</ul>&#xA;&#xA;<h1>Ruby / Rails</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://railscasts.com/\" rel=\"nofollow\">Railscasts</a></li>&#xA;<li><a href=\"http://railsenvy.com/podcast\" rel=\"nofollow\">Rails Envy</a></li>&#xA;<li><a href=\"http://podcast.rubyonrails.org/\" rel=\"nofollow\">The Ruby on Rails Podcast</a></li>&#xA;<li><a href=\"http://rubiverse.com/\" rel=\"nofollow\">Rubiverse</a></li>&#xA;<li><a href=\"http://ruby5.envylabs.com/\" rel=\"nofollow\">Ruby5</a></li>&#xA;</ul>&#xA;&#xA;<h1>Web Design / JavaScript / Ajax</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://webdevradio.com/\" rel=\"nofollow\">WebDevRadio</a></li>&#xA;<li><a href=\"http://boagworld.com/\" rel=\"nofollow\">Boagworld</a></li>&#xA;<li><a href=\"http://therissingtonpodcast.co.uk/\" rel=\"nofollow\">The Rissington podcast</a></li>&#xA;<li><a href=\"http://ajaxian.com/by/category/podcasts\" rel=\"nofollow\">Ajaxian</a></li>&#xA;<li><a href=\"http://developer.yahoo.com/yui/theater/\" rel=\"nofollow\">YUI Theater</a></li>&#xA;</ul>&#xA;&#xA;<h1>Unix / Linux / Mac / iPhone</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://www.mac-developer-network.com/\" rel=\"nofollow\">Mac Developer Network</a></li>&#xA;<li><a href=\"http://www.hackerpublicradio.org/\" rel=\"nofollow\">Hacker Public Radio</a></li>&#xA;<li><a href=\"http://www.linuxoutlaws.com/\" rel=\"nofollow\">Linux Outlaws</a></li>&#xA;<li><a href=\"http://macosken.com/\" rel=\"nofollow\">Mac OS Ken</a></li>&#xA;<li><a href=\"http://lugradio.org/\" rel=\"nofollow\">LugRadio Linux radio show</a> (Inactive)</li>&#xA;<li><a href=\"http://www.jupiterbroadcasting.com/?cat=4\" rel=\"nofollow\">The Linux Action Show!</a></li>&#xA;<li><a href=\"http://www.kernelpodcast.org/\" rel=\"nofollow\">Linux Kernel Mailing List (LKML) Summary Podcast</a></li>&#xA;<li><a href=\"http://itunes.stanford.edu/\" rel=\"nofollow\">Stanford's iPhone programming class</a></li>&#xA;<li><a href=\"http://www.sunsetlakesoftware.com/2010/06/03/advanced-iphone-development-course-now-itunes-u\" rel=\"nofollow\">Advanced iPhone Development Course - Madison Area Technical College</a></li>&#xA;<li><a href=\"http://developer.apple.com/videos/wwdc/2010/\" rel=\"nofollow\">WWDC 2010 Session Videos (requires Apple Developer registration)</a></li>&#xA;</ul>&#xA;&#xA;<h1>System Administration, Security or Infrastructure</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://feeds.feedburner.com/RunasRadio\" rel=\"nofollow\">RunAs Radio</a></li>&#xA;<li><a href=\"http://www.grc.com/securitynow.htm\" rel=\"nofollow\">Security Now!</a></li>&#xA;<li><a href=\"http://crypto-gram.libsyn.com/\" rel=\"nofollow\">Crypto-Gram Security Podcast</a></li>&#xA;<li><a href=\"http://www.hak5.org/\" rel=\"nofollow\">Hak5</a></li>&#xA;<li><a href=\"http://blogs.vmware.com/vmtn/podcasts/index.html\" rel=\"nofollow\">VMWare VMTN</a></li>&#xA;<li><a href=\"http://twit.tv/ww\" rel=\"nofollow\">Windows Weekly</a></li>&#xA;<li><a href=\"http://pauldotcom.com/\" rel=\"nofollow\">PaulDotCom Security</a></li>&#xA;<li><a href=\"http://www.theregister.co.uk/hardware/semi_coherent/podcast.rss\" rel=\"nofollow\">The Register - Semi-Coherent Computing</a></li>&#xA;<li><a href=\"http://feathercast.org/\" rel=\"nofollow\">FeatherCast</a></li>&#xA;</ul>&#xA;&#xA;<h1>General Tech / Business</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://revision3.com/tekzilla/\" rel=\"nofollow\">Tekzilla</a></li>&#xA;<li><a href=\"http://twit.tv/twit\" rel=\"nofollow\">This Week in Tech</a></li>&#xA;<li><a href=\"http://www.guardian.co.uk/technology/series/techweekly\" rel=\"nofollow\">The Guardian Tech Weekly</a></li>&#xA;<li><a href=\"http://www.pcmag.com/category2/0,2806,2007098,00.asp\" rel=\"nofollow\">PCMag Radio Podcast</a> (Inactive)</li>&#xA;<li><a href=\"http://ecorner.stanford.edu/\" rel=\"nofollow\">Entrepreneurship Corner</a></li>&#xA;<li><a href=\"http://www.manager-tools.com/\" rel=\"nofollow\">Manager Tools</a></li>&#xA;</ul>&#xA;&#xA;<h1>Other / Misc. / Podcast Networks</h1>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://itc.conversationsnetwork.org/\" rel=\"nofollow\">IT Conversations</a></li>&#xA;<li><a href=\"http://retrobits.libsyn.org/\" rel=\"nofollow\">Retrobits Podcast</a></li>&#xA;<li><a href=\"http://cagematch.dvorak.org/index.php/board,45.0.html\" rel=\"nofollow\">No Agenda Netcast</a></li>&#xA;<li><a href=\"http://www.crankygeeks.com/\" rel=\"nofollow\">Cranky Geeks</a></li>&#xA;<li><a href=\"http://thecommandline.net/\" rel=\"nofollow\">The Command Line</a></li>&#xA;<li><a href=\"http://www.freelanceswitch.com/podcasts/\" rel=\"nofollow\">Freelance Radio</a></li>&#xA;<li><a href=\"http://www.ibm.com/developerworks/podcast/\" rel=\"nofollow\">IBM developerWorks</a></li>&#xA;<li><a href=\"http://www.theregister.co.uk/software/open_season/podcast.rss\" rel=\"nofollow\">The Register - Open Season</a></li>&#xA;<li><a href=\"http://www.drunkandretired.com/thepodcast/\" rel=\"nofollow\">Drunk and Retired</a></li>&#xA;<li><a href=\"http://itc.conversationsnetwork.org/series/technometria.html\" rel=\"nofollow\">Technometria</a></li>&#xA;<li><a href=\"http://www.sodthis.com/podcast/\" rel=\"nofollow\">Sod This</a></li>&#xA;<li><a href=\"http://www.radio4nerds.com/\" rel=\"nofollow\">Radio4Nerds</a></li>&#xA;<li><a href=\"http://hackermedley.org\" rel=\"nofollow\">Hacker Medley</a></li>&#xA;</ul>&#xA;";"<podcast>";"Null";"0";"";"no"
"1669";"2008-08-04 22:46:36";"Learning to write a compiler";"<p><em>Preferred languages</em>: C/C++, Java, and Ruby.</p>&#xA;&#xA;<p>I am looking for some helpful books/tutorials on how to write your own compiler simply for educational purposes. I am most familiar with C/C++, Java, and Ruby, so I prefer resources that involve one of those three, but any good resource is acceptable.</p>&#xA;";"<compiler><language-agnostic>";"2008-08-29 00:00:00";"0";"";"yes"
"1679";"2008-08-04 22:56:45";"How do I calculate these statistics?";"<p>I'm writing an app to help facilitate some research, and part of this involves doing some statistical calculations. Right now, the researchers are using a program called <a href=\"http://en.wikipedia.org/wiki/Spss\" rel=\"nofollow\">SPSS</a>. Part of the output that they care about looks like this:</p>&#xA;&#xA;<p><img src=\"http://i.stack.imgur.com/m0swl.png\" alt=\"[Part of the SPSS output\"></p>&#xA;&#xA;<p>They're really only concerned about the <code>F</code> and <code>Sig.</code> values. My problem is that I have no background in statistics, and I can't figure out what the tests are called, or how to calculate them.</p>&#xA;&#xA;<p>I thought the <code>F</code> value might be the result of the <a href=\"http://en.wikipedia.org/wiki/F-test#Table_on_F-test\" rel=\"nofollow\">F-test</a>, but after following the steps given on Wikipedia, I got a result that was different from what <code>SPSS</code> gives.</p>&#xA;";"<statistics><spss>";"2008-08-07 00:00:00";"0";"";"yes"
"1683";"2008-08-04 23:06:23";"ASP.NET built in user profile vs. old stile user class/tables";"<p>I am looking for guidance regarding the best practice around the use of the Profile feature in ASP.NET.</p>&#xA;&#xA;<p>How do you decide what should be kept in the built-in user Profile, or if you should create your own DB Table and add a column for the desired fields? For example, a user has a ZIP code, should I save the ZIP code in my own table, or should I add it to the web.config xml profile and access it via the user profile ASP.NET mechanize? </p>&#xA;&#xA;<p>The pros/cons I can think of are that since I don't know the profile very well (it is a bit of a <em>Matrix</em> right now), I probably can do whatever I want if I go the table route (e.g., SQL to get all the users in the same ZIP code as the current user); I don't know if I can do the same if I use the ASP.NET profile.</p>&#xA;";"<asp.net><profile>";"2008-08-06 00:00:00";"0";"";"yes"
"1709";"2008-08-04 23:43:34";"How to pass enumerated values to a web service";"<p>My dilemma is, basically, how to share an enumeration between two applications.</p>&#xD;&#xA;&#xD;&#xA;<p>The users upload documents through a front-end application that is on the web. This application calls a web service of the back-end application and passes the document to it. The back-end app saves the document and inserts a row in the <em>Document</em> table.</p>&#xD;&#xA;&#xD;&#xA;<p>The document type (7 possible document types: <em>Invoice</em>, <em>Contract</em> etc.) is passed as a parameter to the web service's <em>UploadDocument</em> method. The question is, what should the type (and possible values) of this parameter be?</p>&#xD;&#xA;&#xD;&#xA;<p>Since you need to hardcode these values in both applications, I think it is O.K. to use a descriptive string (<em>Invoice</em>, <em>Contract</em>, <em>WorkOrder</em>, <em>SignedWorkOrder</em>). </p>&#xD;&#xA;&#xD;&#xA;<p>Is it maybe a better approach to create a <em>DocumentTypes</em> enumeration in the first application, and to reproduce it also in the second application, and then pass the corresponding integer value to the web service between them?</p>";"<web-services><application-integration>";"2008-08-05 00:00:00";"0";"";"yes"
"1711";"2008-08-04 23:50:22";"What is the single most influential book every programmer should read?";"<p>If you could go back in time and tell yourself to read a specific book at the beginning of your career as a developer, which book would it be?</p>&#xA;&#xA;<p>I expect this list to be varied and to cover a wide range of things.</p>&#xA;&#xA;<p><strong>To search:</strong> Use the search box in the upper-right corner. To search the answers of the current question, use <code>inquestion:this</code>.  For example:</p>&#xA;&#xA;<pre><code>inquestion:this \"Code Complete\"&#xA;</code></pre>&#xA;";"<resources>";"Null";"0";"";"no"
"1734";"2008-08-05 00:12:55";"Any experiences with Protocol Buffers?";"<p>I was just looking through some information about Google's <a href=\"http://code.google.com/apis/protocolbuffers/\">protocol buffers</a> data interchange format.  Has anyone played around with the code or even created a project around it?</p>&#xD;&#xA;&#xD;&#xA;<p>I'm currently using XML in a Python project for structured content created by hand in a text editor, and I was wondering what the general opinion was on Protocol Buffers as a user-facing input format.  The speed and brevity benefits definitely seem to be there, but there are so many factors when it comes to actually generating and processing the data.</p>";"<python><xml><database><protocol-buffers>";"2008-09-01 00:00:00";"0";"";"yes"
"1746";"2008-08-05 00:35:17";"How can I get at the matches when using preg_replace in PHP?";"<p>I am trying to grab the capital letters of a couple of words and wrap them in span tags. I am using <a href=\"http://php.net/manual/en/function.preg-replace.php\">preg_replace</a> for extract and wrapping purposes, but it's not outputting anything.</p>&#xA;&#xA;<pre><code>preg_replace(\"/[A-Z]/\", \"&lt;span class=\\\"initial\\\"&gt;$1&lt;/span&gt;\", $str)&#xA;</code></pre>&#xA;";"<php><regex><html-parsing><preg-replace>";"2011-12-16 00:00:00";"0";"";"yes"
"1760";"2008-08-05 00:51:49";".NET Unit Testing packages?";"<p>Getting back into a bit more .NET after a few-years of not using it full-time, and wondering what the good unit testing packages are these days.</p>&#xA;&#xA;<p>I'm familiar with NUnit (a few years ago), and have played briefly around with IronRuby, with the goal of getting something like rspec going, but don't know much beyond that.</p>&#xA;&#xA;<p>I realise I could google for this and call it a day but I believe I'm likely to get a better and more informed response from asking a question here :-)</p>&#xA;&#xA;<p>Suggestions?</p>&#xA;";"<c#><.net><unit-testing><testing>";"2008-08-05 00:00:00";"0";"";"yes"
"1762";"2008-08-05 00:56:43";"Why is my ternary expression not working?";"<p>I am trying to set a flag to show or hide a page element, but it always displays even when the expression is false. </p>&#xD;&#xA;&#xD;&#xA;<pre><code>$canMerge = ($condition1 &amp;&amp; $condition2) ? 'true' : 'false';<br>...<br>&lt;?php if ($canMerge) { ?&gt;Stuff&lt;?php } ?&gt;<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>What's up?</p>";"<php><ternary-operator>";"2008-08-07 00:00:00";"0";"";"yes"
"1790";"2008-08-05 01:27:34";"Federated (Synced) Subversion servers?";"<p>Is it possible to create \"federated\" Subversion servers?&#xD;&#xA;As in one server at location A and another at location B that sync up their local versions of the repository automatically.  That way when someone at either location interacts with the repository they are accessing their respective local server and therefore has faster response times.</p>";"<svn><version-control>";"2008-08-06 00:00:00";"0";"";"yes"
"1829";"2008-08-05 02:39:23";"How do I make a menu that does not require the user to press [enter] to make a selection?";"<p>I've got a menu in Python. That part was easy. I'm using <code>raw_input()</code> to get the selection from the user. </p>&#xA;&#xA;<p>The problem is that <code>raw_input</code> (and input) require the user to press Enter after they make a selection. Is there any way to make the program act immediately upon a keystroke? Here's what I've got so far:</p>&#xA;&#xA;<pre><code>import sys&#xA;print \"\"\"Menu&#xA;1) Say Foo&#xA;2) Say Bar\"\"\"&#xA;answer = raw_input(\"Make a selection&gt; \")&#xA;&#xA;if \"1\" in answer: print \"foo\"&#xA;elif \"2\" in answer: print \"bar\"&#xA;</code></pre>&#xA;&#xA;<p>It would be great to have something like</p>&#xA;&#xA;<pre><code>print menu&#xA;while lastKey = \"\":&#xA;    lastKey = check_for_recent_keystrokes()&#xA;if \"1\" in lastKey: #do stuff...&#xA;</code></pre>&#xA;";"<python>";"2008-08-22 00:00:00";"0";"";"yes"
"1848";"2008-08-05 03:04:43";"Locating Text within image";"<p>I am currently working on a project and my goal is to locate text in an image. OCR'ing the text is not my intention as of yet. I want to basically obtain the bounds of text within an image. I am using the AForge.Net imaging component for manipulation. Any assistance in some sense or another?</p>&#xA;&#xA;<p>Update 2/5/09:&#xA;I've since went along another route in my project. However I did attempt to obtain text using MODI (Microsoft Office Document Imaging). It allows you to OCR an image and pull text from it with some ease.</p>&#xA;";"<c#><image><image-processing><artificial-intelligence>";"2008-08-05 00:00:00";"0";"";"yes"
